NAME,clase,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,_NormalizedVDWVD1075,_PolarityD1075,_SecondaryStrD3025,_PolarityD3100,_ChargeD1100,_SecondaryStrT23,_PolarityD3025,_NormalizedVDWVC1,_NormalizedVDWVC3,_HydrophobicityT23,_SolventAccessibilityD1025,_PolarityD1100,_NormalizedVDWVD2100,_ChargeD3050,_PolarityD2001,_SolventAccessibilityD2025,_HydrophobicityD3050,_PolarityT12,_PolarityT13,_ChargeT23,_HydrophobicityD2100,_SolventAccessibilityD3001,_ChargeD1075,_SecondaryStrD1075,_PolarizabilityD2050,_SolventAccessibilityD3100,_PolarizabilityD1075,_HydrophobicityD3025,_PolarizabilityD3025,_SecondaryStrD3050,_SolventAccessibilityD2050,_HydrophobicityD2001,_SecondaryStrD2075,_PolarityD3050,_PolarityD1001,_ChargeD2075,_NormalizedVDWVD3025,_SolventAccessibilityD1100,_SecondaryStrD1100,_NormalizedVDWVD1001,_NormalizedVDWVD2050,_NormalizedVDWVC2,_PolarizabilityC2,_PolarizabilityC3,_NormalizedVDWVD3001,_PolarizabilityC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeT12,_ChargeT13,_ChargeD1001,_ChargeD1025,_NormalizedVDWVD2025,_NormalizedVDWVD3050,_SecondaryStrD1025,_SolventAccessibilityD1050,_PolarizabilityD3001,_PolarityD2075,_SecondaryStrD3001,_ChargeD2025,_HydrophobicityD2050,_PolarizabilityD1100,_HydrophobicityC1,_HydrophobicityC2,_SolventAccessibilityD2100,_PolarizabilityD2001,_PolarizabilityD1025,_NormalizedVDWVT13,_PolarizabilityD3050,_SolventAccessibilityT13,_SolventAccessibilityT12,_PolarityD1050,_ChargeD3075,_SolventAccessibilityD1001,_HydrophobicityC3,_HydrophobicityD3100,_SecondaryStrD1050,_ChargeD3001,_SecondaryStrD2050,_PolarityD2025,_NormalizedVDWVD2001,_HydrophobicityD3075,_SecondaryStrD2025,_SolventAccessibilityD2001,_HydrophobicityD1025,_ChargeD1050,_SolventAccessibilityD3025,_PolarizabilityD3075,_PolarityD2100,_SecondaryStrD3100,_PolarizabilityT13,_PolarizabilityT12,_SecondaryStrD2001,_NormalizedVDWVD1050,_PolarizabilityD1050,_SolventAccessibilityT23,_ChargeC3,_ChargeC2,_ChargeC1,_NormalizedVDWVT23,_NormalizedVDWVD3100,_PolarizabilityD2025,_SolventAccessibilityD3075,_HydrophobicityD2075,_HydrophobicityD1075,_ChargeD2050,_ChargeD3100,_SecondaryStrC1,_ChargeD3025,_PolarityD3001,_PolarityD3075,_PolarityD1025,_SecondaryStrT13,_SecondaryStrT12,_HydrophobicityD1001,_SolventAccessibilityD1075,_HydrophobicityD1050,_HydrophobicityT13,_HydrophobicityT12,_SecondaryStrD1001,_NormalizedVDWVD1100,_NormalizedVDWVD3075,_NormalizedVDWVD1025,_SolventAccessibilityD2075,_SecondaryStrD2100,_PolarizabilityD3100,_SecondaryStrD3075,_NormalizedVDWVT12,_PolarizabilityT23,_SolventAccessibilityD3050,_PolarityT23,_PolarityD2050,_HydrophobicityD2025,_PolarizabilityD2075,_HydrophobicityD3001,_HydrophobicityD1100,_ChargeD2001,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_PolarizabilityD1001,_NormalizedVDWVD2075,_ChargeD2100,_PolarizabilityD2100,_PolarityC1,_PolarityC3,_PolarityC2
6GL8,1,1,0.99,0.526666667,4,0.77,0.68,0,0.3,0.12,30,22.33333333,5,1111.6,665.1,73.837,79.07,26.744,88.372,86.628,0.146,4.651,0.32,0.343,0.222,34.302,100,97.093,39.535,6.977,25.581,63.953,0.146,0.111,0.251,99.419,0.581,54.07,68.605,58.14,100,70.349,36.628,13.953,51.744,42.442,1.163,72.674,27.326,0.581,77.907,13.953,98.256,100,6.977,58.14,0.331,0.366,0.343,0.581,0.291,0.285,0.256,0.158,0.029,7.558,16.86,26.744,43.023,18.605,60.465,0.581,76.163,6.977,23.256,41.279,99.419,0.32,0.378,96.512,5.814,29.07,0.211,43.023,0.193,0.263,60.465,68.605,5.814,0.302,100,42.442,9.884,57.558,26.744,5.814,79.07,31.395,7.558,25.581,41.86,9.302,68.023,98.837,99.419,0.199,0.199,6.395,48.256,48.256,0.146,0.157,0.738,0.105,0.205,100,26.744,73.837,69.767,68.605,52.907,96.512,0.459,25.581,1.163,50,25,0.205,0.287,7.558,78.488,42.442,0.187,0.222,0.581,99.419,68.023,29.07,68.605,97.674,100,77.907,0.187,0.222,36.047,0.053,48.837,18.023,77.907,0.581,96.512,0.581,0.395,0.32,0.285,8.14,76.163,100,98.837,0.343,0.18,0.186
6GU2,1,0,0,0,5,0.81,0.673333333,1,0.99,0.583333333,18,16.66666667,9,3488.8,1530.7,74.172,72.185,26.159,99.669,99.669,0.153,20.199,0.338,0.278,0.229,26.821,100,99.007,47.02,0.662,23.841,48.675,0.13,0.126,0.196,96.358,0.662,73.841,74.503,46.689,100,70.53,27.483,27.152,52.649,47.682,0.331,65.894,44.702,0.993,74.503,27.152,99.007,100,0.331,46.026,0.381,0.437,0.278,1.987,0.285,0.275,0.288,0.203,0.017,3.642,18.212,22.848,50.331,23.51,50.662,1.987,77.815,0.331,26.159,51.325,98.013,0.318,0.348,99.669,0.662,23.179,0.179,50.331,0.213,0.276,46.689,71.523,0.331,0.334,100,46.358,2.318,50.331,21.854,0.993,72.185,22.848,2.318,23.841,44.702,23.179,77.152,98.675,98.344,0.15,0.259,2.98,51.987,50.662,0.169,0.123,0.748,0.129,0.189,100,23.841,70.53,69.868,79.47,50.993,98.013,0.437,18.543,3.642,73.841,27.152,0.262,0.233,2.318,71.192,47.682,0.239,0.206,0.993,98.013,77.152,24.172,79.47,99.007,100,79.801,0.269,0.226,45.033,0.043,55.629,21.523,75.828,0.993,99.669,0.331,0.414,0.318,0.268,0.331,74.503,100,99.007,0.381,0.156,0.179
1hxw,1,0,0,0,2,0.78,0.546666667,0,0.09,0.546666667,23,18.33333333,3,1873.4,754.1666667,72.816,75.728,28.155,86.408,86.408,0.216,15.534,0.33,0.175,0.245,25.243,98.058,97.087,31.068,2.913,22.33,53.398,0.196,0.088,0.108,95.146,2.913,55.34,63.107,54.369,95.146,72.816,24.272,21.359,48.544,41.748,2.913,76.699,43.689,4.854,76.699,21.359,98.058,96.117,2.913,54.369,0.437,0.515,0.175,7.767,0.272,0.33,0.262,0.186,0.01,9.709,15.534,22.33,45.631,21.359,52.427,7.767,78.641,2.913,25.243,49.515,95.146,0.272,0.311,97.087,2.913,27.184,0.088,45.631,0.176,0.284,54.369,35.922,4.854,0.379,98.058,38.835,22.33,59.223,19.417,3.883,75.728,27.184,3.883,22.33,43.689,13.592,57.282,97.087,97.087,0.059,0.294,4.854,44.66,48.544,0.127,0.078,0.786,0.097,0.176,98.058,22.33,73.786,73.786,61.165,52.427,65.049,0.369,26.214,9.709,57.282,25.243,0.186,0.265,3.883,74.757,41.748,0.255,0.157,3.883,95.146,57.282,26.214,61.165,98.058,98.058,77.67,0.265,0.206,44.66,0.069,39.806,27.184,76.699,4.854,97.087,2.913,0.515,0.272,0.175,5.825,75.728,98.058,97.087,0.388,0.107,0.194
1knu,1,2,1,1,2,0.81,0.556666667,1,0.9,0.556666667,16,11.66666667,9,1908.2,1212.733333,67.626,74.82,20.504,98.201,98.201,0.105,15.468,0.306,0.252,0.227,28.777,99.281,98.921,53.957,1.439,25.899,52.878,0.188,0.105,0.22,99.281,1.799,70.504,78.777,55.755,99.281,66.187,29.137,20.144,48.921,53.597,1.799,67.986,43.885,1.079,74.82,20.144,98.921,98.921,1.799,55.755,0.424,0.468,0.252,3.957,0.266,0.259,0.234,0.191,0.025,3.957,15.468,32.374,46.043,25.54,50.36,3.957,78.058,1.439,25.899,42.806,98.561,0.338,0.291,98.561,1.079,15.827,0.195,46.043,0.177,0.332,50.36,74.101,1.079,0.356,98.921,53.597,2.158,44.604,29.496,1.079,74.82,27.338,1.439,25.899,42.446,17.626,62.23,97.122,98.561,0.162,0.249,6.475,45.683,45.683,0.181,0.133,0.737,0.115,0.199,99.281,30.576,73.381,67.626,75.899,49.281,98.561,0.493,26.978,3.957,73.022,28.777,0.249,0.26,1.439,71.223,53.597,0.274,0.238,1.079,98.561,62.23,16.187,75.899,99.281,99.281,69.784,0.264,0.231,43.885,0.051,53.957,15.827,78.058,1.079,98.561,1.079,0.421,0.338,0.227,2.518,78.417,99.281,98.921,0.385,0.137,0.198
1nhz,1,3,0.98,1,3,0.83,0.753333333,1,0.99,0.753333333,24,16.33333333,7,741.4,476.1666667,63.732,76.408,19.366,99.296,99.296,0.127,32.746,0.317,0.246,0.254,25.352,98.239,98.944,55.282,2.113,31.69,50.704,0.17,0.095,0.173,98.592,1.408,73.592,73.944,52.113,98.592,64.437,28.169,36.972,42.958,58.451,1.056,76.408,60.563,1.761,74.648,36.972,98.239,99.296,1.056,55.282,0.408,0.465,0.246,8.099,0.275,0.275,0.25,0.148,0.018,8.099,31.69,25,56.338,29.93,44.718,8.099,78.169,1.056,23.944,39.437,95.775,0.303,0.335,99.296,1.761,18.31,0.163,56.338,0.219,0.237,52.113,70.775,1.056,0.349,98.239,53.169,5.282,47.183,16.549,1.761,76.408,21.479,2.113,31.69,64.085,19.718,77.465,98.944,96.127,0.152,0.233,1.761,36.62,37.676,0.177,0.106,0.789,0.092,0.17,99.296,23.944,69.014,64.789,77.113,46.831,91.549,0.461,19.014,8.099,77.113,28.873,0.201,0.283,2.113,72.183,58.451,0.212,0.201,2.113,95.775,77.465,16.197,77.113,98.239,99.296,71.479,0.244,0.198,45.775,0.042,51.761,17.958,76.761,1.761,99.296,1.056,0.391,0.303,0.292,1.056,78.169,98.944,98.944,0.391,0.109,0.211
1oyn,1,3,0.82,1,1,0.81,0.523333333,1,1,0.523333333,17,14.66666667,12,2000.4,1322.5,79.121,68.681,33.242,97.527,97.527,0.143,20.879,0.327,0.236,0.22,22.527,99.451,99.451,56.593,1.099,29.121,45.33,0.146,0.094,0.226,99.176,1.099,73.077,73.077,48.077,99.176,76.648,22.253,21.154,55.495,54.67,1.099,71.429,49.725,0.824,72.527,21.154,99.451,99.451,1.099,46.429,0.418,0.467,0.236,1.374,0.286,0.275,0.253,0.121,0.039,1.374,15.659,25.275,51.099,24.725,43.681,1.374,83.242,1.099,25.549,43.681,99.176,0.343,0.313,98.626,0.824,26.374,0.135,51.099,0.185,0.262,45.33,81.868,0.824,0.332,99.451,49.725,3.022,44.505,29.121,0.824,66.758,19.78,1.374,29.121,54.67,26.099,72.802,98.626,96.429,0.116,0.298,0.824,53.297,50.275,0.163,0.154,0.747,0.088,0.207,98.352,25.549,76.648,76.923,75.275,47.527,98.626,0.462,25,1.374,71.154,22.253,0.226,0.273,1.374,68.681,54.67,0.226,0.198,1.374,99.176,72.802,26.374,75.275,99.176,98.352,79.121,0.281,0.231,53.571,0.074,58.242,24.451,74.451,0.824,98.626,0.824,0.39,0.343,0.255,1.923,71.429,99.451,99.451,0.354,0.132,0.217
1ptw,1,2,0.92,0.74,1,0.81,0.553333333,1,1,0.553333333,14,12.66666667,13,1882.6,1553.733333,79.121,68.681,33.242,97.527,97.527,0.143,20.879,0.327,0.236,0.22,22.527,99.451,99.451,56.593,1.099,29.121,45.33,0.146,0.094,0.226,99.176,1.099,73.077,73.077,48.077,99.176,76.648,22.253,21.154,55.495,54.67,1.099,71.429,49.725,0.824,72.527,21.154,99.451,99.451,1.099,46.429,0.418,0.467,0.236,1.374,0.286,0.275,0.253,0.121,0.039,1.374,15.659,25.275,51.099,24.725,43.681,1.374,83.242,1.099,25.549,43.681,99.176,0.343,0.313,98.626,0.824,26.374,0.135,51.099,0.185,0.262,45.33,81.868,0.824,0.332,99.451,49.725,3.022,44.505,29.121,0.824,66.758,19.78,1.374,29.121,54.67,26.099,72.802,98.626,96.429,0.116,0.298,0.824,53.297,50.275,0.163,0.154,0.747,0.088,0.207,98.352,25.549,76.648,76.923,75.275,47.527,98.626,0.462,25,1.374,71.154,22.253,0.226,0.273,1.374,68.681,54.67,0.226,0.198,1.374,99.176,72.802,26.374,75.275,99.176,98.352,79.121,0.281,0.231,53.571,0.074,58.242,24.451,74.451,0.824,98.626,0.824,0.39,0.343,0.255,1.923,71.429,99.451,99.451,0.354,0.132,0.217
1q9m,1,2,0.84,1,1,0.81,0.56,1,1,0.56,23,18.33333333,9,1983.5,1309.533333,79.121,68.681,33.242,97.527,97.527,0.143,20.879,0.327,0.236,0.22,22.527,99.451,99.451,56.593,1.099,29.121,45.33,0.146,0.094,0.226,99.176,1.099,73.077,73.077,48.077,99.176,76.648,22.253,21.154,55.495,54.67,1.099,71.429,49.725,0.824,72.527,21.154,99.451,99.451,1.099,46.429,0.418,0.467,0.236,1.374,0.286,0.275,0.253,0.121,0.039,1.374,15.659,25.275,51.099,24.725,43.681,1.374,83.242,1.099,25.549,43.681,99.176,0.343,0.313,98.626,0.824,26.374,0.135,51.099,0.185,0.262,45.33,81.868,0.824,0.332,99.451,49.725,3.022,44.505,29.121,0.824,66.758,19.78,1.374,29.121,54.67,26.099,72.802,98.626,96.429,0.116,0.298,0.824,53.297,50.275,0.163,0.154,0.747,0.088,0.207,98.352,25.549,76.648,76.923,75.275,47.527,98.626,0.462,25,1.374,71.154,22.253,0.226,0.273,1.374,68.681,54.67,0.226,0.198,1.374,99.176,72.802,26.374,75.275,99.176,98.352,79.121,0.281,0.231,53.571,0.074,58.242,24.451,74.451,0.824,98.626,0.824,0.39,0.343,0.255,1.923,71.429,99.451,99.451,0.354,0.132,0.217
1qbs,1,1,0.93,0.93,3,0.79,0.723333333,0,0.27,0.723333333,23,18.33333333,1,167.9,103.2666667,73.786,74.757,28.155,86.408,86.408,0.206,15.534,0.35,0.175,0.245,25.243,98.058,97.087,31.068,2.913,21.359,53.398,0.176,0.088,0.108,95.146,2.913,55.34,65.049,54.369,95.146,72.816,24.272,21.359,48.544,41.748,2.913,74.757,43.689,4.854,76.699,21.359,98.058,96.117,2.913,56.311,0.427,0.495,0.175,7.767,0.291,0.32,0.262,0.186,0.01,9.709,15.534,22.33,45.631,21.359,52.427,7.767,78.641,2.913,25.243,49.515,95.146,0.262,0.33,97.087,2.913,27.184,0.098,45.631,0.186,0.275,53.398,35.922,4.854,0.369,98.058,38.835,22.33,56.311,10.68,3.883,74.757,27.184,3.883,21.359,43.689,13.592,57.282,97.087,97.087,0.069,0.284,4.854,44.66,48.544,0.118,0.078,0.786,0.097,0.167,98.058,20.388,73.786,73.786,61.165,52.427,65.049,0.379,26.214,9.709,57.282,24.272,0.196,0.275,3.883,74.757,41.748,0.235,0.157,3.883,95.146,57.282,27.184,61.165,98.058,98.058,77.67,0.275,0.196,39.806,0.069,39.806,27.184,76.699,4.854,97.087,2.913,0.515,0.262,0.184,5.825,76.699,98.058,97.087,0.379,0.107,0.184
1s9e,1,3,0.94,1,12,0.83,0.823333333,1,0.9,0.823333333,20,17,14,1543.2,906.6,74.645,74.291,21.809,99.291,99.291,0.155,18.44,0.321,0.257,0.224,26.596,99.645,99.645,45.745,0.532,24.645,48.227,0.187,0.101,0.194,98.759,0.532,68.617,75.709,51.95,98.404,78.901,24.291,22.518,43.44,50.177,0.532,73.759,42.553,0.709,75.709,22.518,99.645,99.645,0.532,53.546,0.413,0.482,0.257,2.305,0.254,0.31,0.241,0.194,0.037,2.305,18.262,28.901,42.73,28.369,52.128,2.305,73.936,0.532,26.596,50.887,98.759,0.362,0.332,99.291,0.532,24.113,0.156,42.73,0.195,0.29,48.936,71.986,0.709,0.3,99.645,51.95,1.418,51.773,26.064,0.709,74.113,24.291,1.418,24.645,44.504,23.936,69.326,97.34,98.759,0.135,0.256,0.709,47.872,51.418,0.176,0.126,0.73,0.137,0.217,99.291,26.418,68.972,74.823,74.468,50.887,97.695,0.441,21.809,2.305,66.667,25.887,0.199,0.261,1.418,77.66,50.177,0.233,0.233,1.418,98.759,69.326,23.227,74.468,99.468,99.291,74.468,0.281,0.238,42.908,0.075,52.482,25.177,76.241,0.709,99.291,0.532,0.395,0.362,0.236,0.887,77.482,99.645,99.645,0.339,0.151,0.25
1s9g,1,3,0.96,1,8,0.8,0.766666667,1,0.87,0.766666667,18,14.66666667,16,1096.2,1080.666667,74.645,74.291,21.809,99.291,99.291,0.155,18.44,0.321,0.257,0.224,26.596,99.645,99.645,45.745,0.532,24.645,48.227,0.187,0.101,0.194,98.759,0.532,68.617,75.709,51.95,98.404,78.901,24.291,22.518,43.44,50.177,0.532,73.759,42.553,0.709,75.709,22.518,99.645,99.645,0.532,53.546,0.413,0.482,0.257,2.305,0.254,0.31,0.241,0.194,0.037,2.305,18.262,28.901,42.73,28.369,52.128,2.305,73.936,0.532,26.596,50.887,98.759,0.362,0.332,99.291,0.532,24.113,0.156,42.73,0.195,0.29,48.936,71.986,0.709,0.3,99.645,51.95,1.418,51.773,26.064,0.709,74.113,24.291,1.418,24.645,44.504,23.936,69.326,97.34,98.759,0.135,0.256,0.709,47.872,51.418,0.176,0.126,0.73,0.137,0.217,99.291,26.418,68.972,74.823,74.468,50.887,97.695,0.441,21.809,2.305,66.667,25.887,0.199,0.261,1.418,77.66,50.177,0.233,0.233,1.418,98.759,69.326,23.227,74.468,99.468,99.291,74.468,0.281,0.238,42.908,0.075,52.482,25.177,76.241,0.709,99.291,0.532,0.395,0.362,0.236,0.887,77.482,99.645,99.645,0.339,0.151,0.25
1t63,1,2,1,0.92,3,0.81,0.7,1,0.98,0.7,22,18.66666667,6,1303.6,831.6666667,76.078,74.51,16.471,98.431,96.471,0.161,36.863,0.267,0.302,0.28,20.392,98.039,99.216,49.804,1.569,25.49,50.98,0.165,0.134,0.15,98.824,1.961,73.725,73.725,51.765,98.824,73.333,26.667,33.333,41.176,51.765,1.961,76.078,61.176,1.176,74.902,33.333,98.039,99.216,1.961,51.373,0.392,0.463,0.302,2.745,0.22,0.29,0.235,0.181,0.016,17.255,42.353,19.216,48.235,24.706,46.667,2.745,71.373,1.961,24.314,45.098,98.824,0.302,0.282,99.216,1.176,21.569,0.177,48.235,0.228,0.248,50.196,67.843,1.176,0.4,98.039,49.412,4.706,52.549,15.686,1.569,74.51,28.627,1.569,25.49,62.353,30.98,73.725,99.216,96.863,0.165,0.205,1.176,45.49,43.922,0.173,0.09,0.784,0.11,0.201,98.431,18.431,79.216,76.078,70.98,48.235,90.588,0.459,15.686,9.02,74.118,27.843,0.201,0.252,1.569,69.804,51.765,0.252,0.169,1.569,98.824,73.725,21.569,70.98,98.824,98.431,71.765,0.217,0.22,48.235,0.043,49.412,22.353,75.294,1.176,99.216,1.176,0.435,0.302,0.247,5.098,75.686,99.216,99.216,0.427,0.141,0.196
1tv6,1,1,0.94,0.516666667,8,0.85,0.82,1,0.87,0.82,23,14.33333333,16,1190.9,871.6,74.823,74.291,21.454,99.291,99.291,0.155,18.44,0.319,0.257,0.222,26.773,99.645,99.645,45.745,0.532,24.645,48.936,0.187,0.103,0.194,98.759,0.532,68.617,75.709,51.596,98.404,78.901,24.291,22.518,42.376,50.177,0.532,73.759,42.553,0.709,75.709,22.518,99.645,99.645,0.532,53.546,0.413,0.484,0.257,2.305,0.252,0.312,0.239,0.194,0.037,2.305,18.262,28.901,42.73,28.369,52.128,2.305,73.936,0.532,26.596,51.064,98.759,0.362,0.33,99.291,0.532,24.113,0.155,42.73,0.194,0.291,49.291,71.986,0.709,0.301,99.645,51.95,1.418,51.773,26.064,0.709,74.113,25,1.418,24.645,44.504,23.936,69.326,97.34,98.759,0.133,0.254,0.709,47.872,51.773,0.174,0.126,0.73,0.137,0.217,99.291,26.418,69.858,74.823,74.468,50.887,97.695,0.441,21.809,2.305,66.667,26.241,0.195,0.265,1.418,77.66,50.177,0.234,0.231,1.418,98.759,69.326,23.227,74.468,99.468,99.291,74.468,0.279,0.24,42.908,0.075,52.482,25.177,75.709,0.709,99.291,0.532,0.397,0.362,0.234,0.887,77.482,99.645,99.645,0.34,0.151,0.25
1zgy,1,2,0.97,0.646666667,2,0.81,0.56,1,0.93,0.56,14,12.33333333,10,542.2,657.7333333,67.391,74.638,20.652,98.188,98.188,0.105,14.855,0.308,0.254,0.229,28.623,99.275,98.913,53.623,1.087,26.087,53.986,0.185,0.105,0.222,99.275,1.087,70.29,78.986,56.522,99.275,65.942,29.71,19.565,48.913,53.261,1.087,67.754,43.478,2.899,75,19.565,98.913,98.913,1.087,58.696,0.42,0.464,0.254,3.261,0.268,0.261,0.232,0.193,0.025,3.261,14.855,32.971,45.652,25.362,51.087,3.261,77.899,1.087,25.725,42.391,98.551,0.337,0.293,98.551,1.087,15.217,0.196,45.652,0.178,0.331,52.174,73.913,2.174,0.355,98.913,53.623,1.449,44.203,30.072,1.449,74.638,26.812,1.449,26.087,42.029,17.029,61.957,97.101,98.551,0.164,0.251,5.797,45.29,45.29,0.178,0.134,0.736,0.116,0.2,99.275,31.884,73.188,67.391,75.725,49.275,98.551,0.493,26.449,3.261,72.826,28.623,0.247,0.262,1.449,71.377,53.261,0.273,0.236,1.449,98.551,61.957,15.58,75.725,99.275,99.275,69.928,0.262,0.233,43.478,0.051,56.522,15.217,78.261,2.899,98.551,1.087,0.42,0.337,0.228,1.812,78.623,99.275,98.913,0.384,0.138,0.196
2a3i,1,3,0.99,1,3,0.87,0.766666667,1,0.98,0.766666667,25,19.66666667,10,478.7,443.0333333,72.374,75.097,17.51,99.222,99.222,0.098,34.241,0.292,0.284,0.238,23.346,98.054,97.276,53.696,2.724,24.514,50.584,0.195,0.109,0.164,98.444,2.335,74.319,75.486,49.027,98.444,72.374,25.681,33.852,40.078,52.14,1.556,73.541,59.922,1.946,73.152,33.852,98.054,99.222,1.556,49.805,0.397,0.455,0.284,1.167,0.245,0.268,0.233,0.172,0.016,1.167,21.79,22.568,53.307,26.848,49.805,1.167,71.206,2.724,24.903,44.358,96.109,0.307,0.323,99.222,1.946,17.51,0.168,53.307,0.242,0.266,50.584,79.377,1.556,0.354,98.054,51.751,5.447,50.584,19.455,1.946,75.875,27.237,1.167,24.514,59.922,27.626,75.097,96.887,96.887,0.148,0.211,2.335,40.078,44.358,0.188,0.105,0.774,0.105,0.195,99.222,22.568,71.984,72.374,73.93,47.86,94.553,0.482,13.23,1.167,76.654,27.237,0.223,0.277,1.167,75.875,52.14,0.246,0.207,1.167,96.887,75.097,17.121,73.93,98.054,99.222,72.374,0.219,0.227,45.525,0.051,45.914,21.401,71.595,1.946,99.222,1.556,0.389,0.307,0.288,1.556,71.595,98.444,97.276,0.397,0.128,0.214
2aa2,1,3,0.99,1,5,0.89,0.773333333,1,0.98,0.773333333,22,16.66666667,7,608.3,533.1666667,72.043,76.703,17.563,99.283,99.283,0.112,30.108,0.315,0.265,0.241,25.448,98.208,97.491,57.348,2.151,26.882,53.047,0.191,0.101,0.155,98.566,1.434,76.344,75.986,50.179,98.566,68.1,28.674,37.634,38.71,54.122,1.075,72.76,63.082,4.301,73.477,37.634,98.208,99.283,1.075,50.538,0.394,0.459,0.265,2.867,0.262,0.265,0.247,0.165,0.018,2.867,27.957,24.731,56.989,27.957,49.104,2.867,69.892,1.075,24.014,41.219,96.416,0.297,0.344,99.283,2.151,17.921,0.162,56.989,0.259,0.255,51.971,81.004,1.075,0.344,98.208,52.688,3.226,50.896,20.072,3.226,76.703,26.523,2.867,26.882,63.082,18.638,77.061,97.133,97.133,0.144,0.227,4.301,38.71,39.785,0.187,0.1,0.785,0.1,0.183,99.283,22.581,72.043,72.043,74.91,48.029,94.982,0.473,20.072,2.867,78.495,28.674,0.23,0.263,2.867,74.552,54.122,0.234,0.209,1.792,97.133,77.061,17.204,74.91,98.208,99.283,73.477,0.234,0.212,44.444,0.05,46.595,17.563,73.118,4.301,99.283,1.075,0.391,0.297,0.297,1.075,71.685,98.566,97.491,0.384,0.122,0.219
2hnd,1,3,0.94,1,10,0.78,0.733333333,1,0.85,0.733333333,18,15,11,1133.1,789,72.51,75,19.813,99.378,99.378,0.148,22.614,0.315,0.268,0.219,26.556,99.689,99.793,49.481,0.311,24.585,50.83,0.191,0.108,0.2,99.689,0.311,73.237,76.556,50.83,99.689,72.303,25.207,23.029,49.066,49.481,0.311,75,47.718,0.415,75.104,23.029,99.585,99.793,0.311,50.83,0.405,0.479,0.268,1.037,0.245,0.318,0.233,0.196,0.036,1.037,21.784,26.867,47.925,26.66,50.104,1.037,75.83,0.311,25.415,48.859,98.859,0.363,0.326,99.793,0.311,25.83,0.16,47.925,0.194,0.294,50.311,74.585,0.415,0.303,99.585,49.793,0.519,48.963,25.519,0.415,75.415,26.141,0.519,24.585,47.718,23.237,76.037,99.793,99.066,0.135,0.246,0.415,48.859,48.859,0.179,0.131,0.725,0.136,0.224,99.689,25.519,74.481,74.378,74.585,50,98.444,0.44,23.133,1.037,75.934,25.207,0.19,0.276,0.519,75.104,49.481,0.242,0.231,0.519,99.066,76.037,23.859,74.585,99.689,99.689,71.577,0.269,0.251,48.963,0.079,50.415,24.378,75.415,0.415,99.793,0.311,0.386,0.363,0.243,0.622,75.519,99.793,99.793,0.343,0.15,0.253
2J32,1,1,1,0.655,4,0.87,0.753333333,1,0.58,0.276666667,21,18.33333333,6,1615.4,1169.766667,67.969,76.172,15.625,97.656,94.922,0.2,23.438,0.352,0.297,0.204,33.594,99.219,99.219,46.094,2.734,22.656,50.781,0.118,0.106,0.196,97.656,0.391,69.922,77.734,44.141,97.656,69.141,27.734,25.391,41.016,42.969,0.391,77.344,45.313,1.172,74.219,25.391,99.219,98.828,0.391,41.406,0.313,0.367,0.297,3.516,0.328,0.309,0.289,0.196,0.031,3.906,22.656,23.047,50.781,25.781,51.563,3.516,70.313,0.391,24.609,53.906,99.609,0.332,0.344,99.609,1.172,24.219,0.212,50.781,0.247,0.263,51.563,71.484,0.781,0.316,99.219,50.391,2.344,52.734,20.313,1.172,75.781,26.953,2.344,22.656,42.969,19.141,79.688,98.828,99.609,0.2,0.22,1.172,52.344,52.344,0.153,0.141,0.723,0.129,0.176,97.656,23.828,75.781,71.875,71.094,51.172,99.609,0.395,25.781,3.906,76.563,26.953,0.227,0.247,2.344,73.438,42.969,0.22,0.196,1.953,99.609,79.688,24.219,71.094,99.219,97.656,64.063,0.208,0.204,53.906,0.063,40.234,25,73.828,1.172,99.609,0.391,0.395,0.332,0.266,0.391,74.609,99.219,99.219,0.355,0.16,0.148
2opp,1,3,0.95,1,8,0.83,0.763333333,1,0.87,0.763333333,16,12.33333333,16,769.5,754,75.275,74.176,21.978,98.718,98.718,0.149,18.315,0.321,0.258,0.222,25.824,99.084,99.634,46.703,0.549,22.894,48.168,0.185,0.101,0.2,99.451,0.549,65.385,74.359,51.099,98.535,80.22,23.993,22.527,43.04,50.183,0.549,74.908,40.659,0.733,76.19,22.527,99.451,98.718,0.549,53.846,0.41,0.48,0.258,1.832,0.255,0.315,0.236,0.193,0.035,1.832,15.018,28.938,42.857,27.473,51.648,1.832,75.275,0.549,26.74,52.015,99.451,0.363,0.332,99.634,0.549,24.359,0.154,42.857,0.193,0.292,49.267,72.894,0.733,0.299,99.084,51.832,0.916,52.198,26.374,0.733,74.176,25.275,0.916,22.894,40.659,24.359,69.963,99.634,99.634,0.132,0.257,0.733,48.718,52.564,0.18,0.128,0.731,0.134,0.218,98.718,26.374,70.696,75.275,72.894,50.916,96.703,0.441,21.978,1.832,65.385,26.19,0.193,0.266,0.916,77.289,50.183,0.233,0.239,0.916,99.451,69.963,23.443,72.894,99.084,98.718,70.696,0.279,0.242,43.773,0.077,53.114,25.641,76.19,0.733,99.634,0.549,0.394,0.363,0.236,1.099,78.205,99.634,99.634,0.339,0.148,0.251
